"year","region","passage","sentence","sentence_low"
"2016","天津","D","Such start-up fatigue is very real, even if not actually physical, not something in our muscles and bones.","such start-up fatigue is very real, even if not actually physical, not something in our muscles and bones."
"2016","天津","D","The solution is obvious though perhaps not easy to apply: always handle the most difficult job first.","the solution is obvious though perhaps not easy to apply: always handle the most difficult job first."
"2016","天津","D","Years ago, I was asked to write 102 essays on the great ideas of some famous authors.","years ago, i was asked to write 102 essays on the great ideas of some famous authors."
"2016","天津","D","Applying my own rule, I determined to write them in alphabetical order (按字母顺序) , never letting myself leave out a tough idea.","applying my own rule, i determined to write them in alphabetical order (按字母顺序) , never letting myself leave out a tough idea."
"2016","天津","D","And I always started the day's work with the difficult task of essay-writing.","and i always started the day's work with the difficult task of essay-writing."
"2016","天津","D","Experience proved that the rule works.","experience proved that the rule works."
"2016","天津","D","Performance fatigue is more difficult to handle.","performance fatigue is more difficult to handle."
"2016","天津","D","Though willing to get started, we cannot seem to do the job right.","though willing to get started, we cannot seem to do the job right."
"2016","天津","D","Its difficulties appear so great that, however hard we work, we fail again and again.","its difficulties appear so great that, however hard we work, we fail again and again."
"2016","天津","D","In such a situation, I work as hard as I can -- then let the unconscious take over.","in such a situation, i work as hard as i can -- then let the unconscious take over."
"2016","天津","D","When planning Encyclopaedia Britannica (《大英百科全书》), I had to create a table of contents based on the topics of its articles.","when planning encyclopaedia britannica (《大英百科全书》), i had to create a table of contents based on the topics of its articles."
"2016","天津","D","Nothing like this had ever been done before, and day after day I kept coming up with solutions, but none of them worked.","nothing like this had ever been done before, and day after day i kept coming up with solutions, but none of them worked."
"2016","天津","D","My fatigue became almost unbearable.","my fatigue became almost unbearable."
"2016","天津","D","One day, mentally exhausted, I wrote down all the reasons why this problem could not be solved.","one day, mentally exhausted, i wrote down all the reasons why this problem could not be solved."
"2016","天津","D","I tried to convince myself that the trouble was with the problem itself, not with me.","i tried to convince myself that the trouble was with the problem itself, not with me."
"2016","天津","D","Relieved, I sat back in an easy chair and fell asleep.","relieved, i sat back in an easy chair and fell asleep."
"2016","天津","D","An hour later, I woke up suddenly with the solution clearly in mind.","an hour later, i woke up suddenly with the solution clearly in mind."
"2016","天津","D","In the weeks that followed, the solution which had come up in my unconscious mind provided correct at every step.","in the weeks that followed, the solution which had come up in my unconscious mind provided correct at every step."
